p.person_id,p.person_name,job.report_year,job.job_name,job.monthly_salary,job.job_id
104,"Dragan Đurović",2005,"POTPREDSJEDNIK VLADE",,1185
103,"Dragan Ðurović",2005,"POTPREDSJEDNIK VLADE",,1186
104,"Dragan Đurović",2005,"POTPREDSJEDNIK VLADE",,1187
76,"Mr Milutin Simović",2010,"MINISTAR - Postavljena od: MINISTARSTVO POLJOPRIVREDE ŠUMARSTVA I VODOPRIVREDE - visina mjesecne zarade 1 169 €",,1188
76,"Mr Milutin Simović",2010,"MINISTAR - Postavljena od: MINISTARSTVO POLJOPRIVREDE ŠUMARSTVA I VODOPRIVREDE - visina mjesecne zarade 1 169 €",,1189
7,"Saša Pešić",2009,"ODBORNIK SO BERANE",,1190
183,"Saša V Pešić",2009,"ODBORNIK SO BERANE",,1191
129,"Fatmir Gjeka",2011,"SEKRETAR - Postavljena od: SEKRETARIJAT ZA BUDŽET I FINANSIJE - visina mjesecne zarade 890",,1192
129,"Fatmir Gjeka",2011,"SEKRETAR - Postavljena od: SEKRETARIJAT ZA BUDŽET I FINANSIJE - visina mjesecne zarade 890",,1193
13,"Rifat Rastoder",2013,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1484.09 €",,1194
30,"Slavko Hrvačević",2014,"PREDSJEDNIK UP - Postavljena od: JKP NIKŠIĆ - visina mjesecne zarade 200€",,1195
30,"Slavko Hrvačević",2014,"PREDSJEDNIK UP - Postavljena od: JKP NIKŠIĆ - visina mjesecne zarade 200€",,1196
30,"Slavko Hrvačević",2014,"PREDSJEDNIK UP - Postavljena od: JKP NIKŠIĆ - visina mjesecne zarade 200€",,1197
123,"Svetozar Marović",2006,"POSLANIK U SKUPŠTINI REPUBLIKE CRNE GORE",,1198
154,"Branislav Mićunović",2013,"MINISTAR KULTURE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1131.31€",,1199
83,"Miraš Radović",2007,"MINISTAR PRAVDE",,1200
83,"Miraš Radović",2007,"MINISTAR PRAVDE",,1201
83,"Miraš Radović",2007,"MINISTAR PRAVDE",,1202
184,"Azra Jasavić",2012,"POSLANICA U SKUPŠTINI CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1352 €",,1203
184,"Azra Jasavić",2012,"POSLANICA U SKUPŠTINI CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1352 €",,1204
184,"Azra Jasavić",2012,"POSLANICA U SKUPŠTINI CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1352 €",,1205
26,"Niko Martinović",2008,"POSLANIK U SKUPŠTINI CG","400 €",1206
26,"Niko Martinović",2008,"POSLANIK U SKUPŠTINI CG","205 €",1207
119,"Dušanka Džakula Tušup",2012,"ODBORNIK - Postavljena od: SO HERCEG NOVI - visina mjesecne zarade /",,1208
128,"Dobrica Šljivančanin",2008,"PREDSJEDNIK SO ŽABLJAK",,1209
106,"Miodrag Vlahović",2009,"AMBASADOR CG U SAD, KANADI I ISLANDU",,1210
106,"Miodrag Vlahović",2009,"AMBASADOR CG U SAD, KANADI I ISLANDU",,1211
106,"Miodrag Vlahović",2009,"AMBASADOR CG U SAD, KANADI I ISLANDU",,1212
81,"Slavoljub Stijepović",2012,"MINISTAR PROSVJETE I SPORTA - Postavljena od: VLADA CRNE GORE - visina mjesecne zarade 1.115.81 € (i posebna naknada 1.198.35 € od 01.01 - do 30.09.2011 godine)",,1213
81,"Slavoljub Stijepović",2012,"MINISTAR PROSVJETE I SPORTA - Postavljena od: VLADA CRNE GORE - visina mjesecne zarade 1.115.81 € (i posebna naknada 1.198.35 € od 01.01 - do 30.09.2011 godine)",,1214
62,"Šefkija Murić",2014,"POSLANIK U SKUPŠTINI CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1119 €",,1215
62,"Šefkija Murić",2014,"POSLANIK U SKUPŠTINI CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1119 €",,1216
62,"Šefkija Murić",2014,"POSLANIK U SKUPŠTINI CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1119 €",,1217
73,"Mehmet Bardhi",2006,"POSLANIK U SKUPŠTINI REPUBLIKE CRNE GORE",,1218
28,"Vasilije Lalošević",2010,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1450 SA DODACIMA",,1219
28,"Vasilije Lalošević",2010,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1450 SA DODACIMA",,1220
28,"Vasilije Lalošević",2010,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1450 SA DODACIMA",,1221
161,"Andrija Lompar",2015,"ČLAN UO - Postavljena od: JP ZA UPRAVLJANJE MORSKIM DOBROM CG - visina mjesecne zarade 261 €",,1222
161,"Andrija Lompar",2015,"ČLAN UO - Postavljena od: JP ZA UPRAVLJANJE MORSKIM DOBROM CG - visina mjesecne zarade 261 €",,1223
161,"Andrija Lompar",2015,"ČLAN UO - Postavljena od: JP ZA UPRAVLJANJE MORSKIM DOBROM CG - visina mjesecne zarade 261 €",,1224
118,"Mevludin Nuhodžić",2012,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 949.58 €",,1225
135,"Miloš Bigović",2008,"POSLANIK U SKUPŠTINI CRNE GORE",,1226
9,"Miodrag Lekić",2013,"POSLANIK SKUPŠTINE CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade OKO 1300 €",,1227
9,"Miodrag Lekić",2013,"POSLANIK SKUPŠTINE CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade OKO 1300 €",,1228
149,"Dr Svetozar Golubović",2010,"POSLANIK U SKUPŠTINI CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1488 + 225 € (NADOKNADA ZA RAD U ODBORIMA)",,1229
149,"Dr Svetozar Golubović",2010,"POSLANIK U SKUPŠTINI CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1488 + 225 € (NADOKNADA ZA RAD U ODBORIMA)",,1230
149,"Dr Svetozar Golubović",2010,"POSLANIK U SKUPŠTINI CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1488 + 225 € (NADOKNADA ZA RAD U ODBORIMA)",,1231
69,"Veljko Zarubica",2007,"POSLANIK U SKUPŠTINI RCG",,1232
69,"Veljko Zarubica",2007,"POSLANIK U SKUPŠTINI RCG",,1233
57,"Andrija Popović",2008,"POTPREDSJEDNIK OPŠTINE KOTOR",,1234
57,"Andrija Popović",2008,"POTPREDSJEDNIK OPŠTINE KOTOR",,1235
57,"Andrija Popović",2008,"POTPREDSJEDNIK OPŠTINE KOTOR",,1236
71,"Branimir Gvozdenović",2014,"MINISTAR - Postavljena od: MINISTARSTVO ODRŽIVOG RAZVOJA I TURIZMA - visina mjesecne zarade 996,04 €",,1237
102,"Zoran Srzentić",2014,"POSLANIK (DOPISOM OD 11.11.2014 PODNEŠENA OSTAVKA) - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade pausal 255,16 € + 225 za rad u odb.",,1238
102,"Zoran Srzentić",2014,"POSLANIK (DOPISOM OD 11.11.2014 PODNEŠENA OSTAVKA) - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade pausal 255,16 € + 225 za rad u odb.",,1239
110,"Slobodan Radović",2014,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1919,47 €(BRUTO)",,1240
110,"Slobodan Radović",2014,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1919,47 €(BRUTO)",,1241
110,"Slobodan Radović",2014,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1919,47 €(BRUTO)",,1242
27,"Rajko Kovačević",2012,"ŠEF KABINETA PREDSJEDNIKA VLADE - Postavljena od: VLADA CG - visina mjesecne zarade 630 €",,1243
27,"Rajko Kovačević",2012,"ŠEF KABINETA PREDSJEDNIKA VLADE - Postavljena od: VLADA CG - visina mjesecne zarade 630 €",,1244
85,"Antonija Rajković",2012,"ČLAN ODBORA DIREKTORA - Postavljena od: ZU SPECIJALNA BOLNICA ZA PSIHIJATRIJU KOTOR - visina mjesecne zarade 165 €",,1245
171,"Mirjana Kojičić",2015,"ČLAN OD - Postavljena od: ZU APOTEKE CG MONTEFARM - visina mjesecne zarade BEZ NADOKNADE",,1246
75,"Jusuf Kalamperović",2006,"MINISTAR UNUTRAŠNJIH POSLOVA",,1247
75,"Jusuf Kalamperović",2006,"MINISTAR UNUTRAŠNJIH POSLOVA",,1248
173,"Branka Bošnjak",2010,"POSLANIK - PRESTALA F-JA 21. 04 2010 - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade /",,1249
89,"Janko Vučinić",2013,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1468 €",,1250
89,"Janko Vučinić",2013,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1468 €",,1251
185,"Ranko Kadić",2005,"POSLANIK U SKUPŠTINI SCG",,1252
185,"Ranko Kadić",2005,"POSLANIK U SKUPŠTINI SCG",,1253
185,"Ranko Kadić",2005,"POSLANIK U SKUPŠTINI SCG",,1254
41,"Fahrudin Hadrović",2008,"POSLANIK U SKUPŠTINI CG",,1255
41,"Fahrudin Hadrović",2008,"POSLANIK U SKUPŠTINI CG",,1256
83,"Miraš Radović",2006,"SUDIJA VRHOVNOG SUDA RCG",,1257
83,"Miraš Radović",2006,"SUDIJA VRHOVNOG SUDA RCG",,1258
83,"Miraš Radović",2006,"SUDIJA VRHOVNOG SUDA RCG",,1259
146,"Darko Pajović",2013,"POSLANIK SKUPŠTINE CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 876.17 €",,1260
146,"Darko Pajović",2013,"POSLANIK SKUPŠTINE CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 876.17 €",,1261
146,"Darko Pajović",2013,"POSLANIK SKUPŠTINE CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 876.17 €",,1262
17,"Dr.Gordana Ðurović",2011,"Ministar za evropske integracije (do 29.12.2010) - Postavljena od: Vlada crne Gore - visina mjesecne zarade /",,1263
186,"Dr.Gordana Đurović",2011,"Ministar za evropske integracije (do 29.12.2010) - Postavljena od: Vlada crne Gore - visina mjesecne zarade /",,1264
39,"Milan Roćen",2008,"MINISTAR INOSTRANIH POSLOVA",,1265
84,"Borislav Banović",2007,"POSLANIK U SKUPŠTINI RCG",,1266
84,"Borislav Banović",2007,"POSLANIK U SKUPŠTINI RCG",,1267
27,"Rajko Kovačević",2009,"POSLANIK U SKUPŠTINI CRNE GORE/PRESTALA FUNKCIJA NA POSLEDNJIM IZBORIMA U APRILU 2009./",,1268
27,"Rajko Kovačević",2009,"POSLANIK U SKUPŠTINI CRNE GORE/PRESTALA FUNKCIJA NA POSLEDNJIM IZBORIMA U APRILU 2009./",,1269
119,"Dušanka Džakula Tušup",2010,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1503 €",,1270
28,"Vasilije Lalošević",2012,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1480 €(SA DODACIMA)",,1271
28,"Vasilije Lalošević",2012,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1480 €(SA DODACIMA)",,1272
28,"Vasilije Lalošević",2012,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1480 €(SA DODACIMA)",,1273
125,"Momčilo Vučetić",2005,"POSLANIK U SKUPŠTINI RCG",,1274
125,"Momčilo Vučetić",2005,"POSLANIK U SKUPŠTINI RCG",,1275
20,"Miodrag Radunović",2007,"MINISTAR ZDRAVLJA, RADA I SOCIJALNOG STARANJA",,1276
111,"Božidar Vuksanović",2015,"DIREKTOR - Postavljena od: UPRAVA ZA INSPEKCIJSKE POSLOVE - visina mjesecne zarade 1110 €",,1277
111,"Božidar Vuksanović",2015,"DIREKTOR - Postavljena od: UPRAVA ZA INSPEKCIJSKE POSLOVE - visina mjesecne zarade 1110 €",,1278
26,"Niko Martinović",2009,"DIREKTOR JU ""MUZEJI I GALERIJE"" PODGORICA","500 €;",1279
26,"Niko Martinović",2009,"DIREKTOR JU ""MUZEJI I GALERIJE"" PODGORICA","580 €",1280
34,"Omer Adžović",2006,"POSLANIK U SKUPŠTINI RCG","280 EURA",1281
34,"Omer Adžović",2006,"POSLANIK U SKUPŠTINI RCG","280 EURA(LJEKAR OPŠTE PRAKSE)",1282
60,"Husnija Š. Šabović",2014,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 750 € + 225 € ODBORI",,1283
60,"Husnija Š. Šabović",2014,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 750 € + 225 € ODBORI",,1284
60,"Husnija Š. Šabović",2014,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 750 € + 225 € ODBORI",,1285
60,"Husnija Š. Šabović",2014,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 750 € + 225 € ODBORI",,1286
60,"Husnija Š. Šabović",2014,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 750 € + 225 € ODBORI",,1287
48,"Miomir Vojinović",2010,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1098",,1288
48,"Miomir Vojinović",2010,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1098",,1289
57,"Andrija Popović",2010,"POSLANIK SKUPŠTINE CG (BIVŠI) - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1092",,1290
57,"Andrija Popović",2010,"POSLANIK SKUPŠTINE CG (BIVŠI) - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1092",,1291
176,"Predrag Bošković",2008,"POSLANIK U SKUPŠTINI CG",,1292
125,"Momčilo Vučetić",2007,"POSLANIK U SKUPŠTINI RCG",,1293
125,"Momčilo Vučetić",2007,"POSLANIK U SKUPŠTINI RCG",,1294
59,"Džavid Šabović",2013,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1200",,1295
59,"Džavid Šabović",2013,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1200",,1296
71,"Branimir Gvozdenović",2009,"MINISTAR ZA EKONOMSKI RAZVOJ",,1297
71,"Branimir Gvozdenović",2009,"MINISTAR ZA EKONOMSKI RAZVOJ",,1298
69,"Veljko Zarubica",2014,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1200 € + 250 € DODATAK ZA ODBORE",,1299
69,"Veljko Zarubica",2014,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1200 € + 250 € DODATAK ZA ODBORE",,1300
158,"Dr Radoje Žugić",2014,"MINISTAR FINANSIJA - Postavljena od: VLADA CRNE GORE - visina mjesecne zarade 1011.47 €",,1301
112,"Mr Radoje Žugić",2014,"MINISTAR FINANSIJA - Postavljena od: VLADA CRNE GORE - visina mjesecne zarade 1011.47 €",,1302
158,"Dr Radoje Žugić",2014,"MINISTAR FINANSIJA - Postavljena od: VLADA CRNE GORE - visina mjesecne zarade 1011.47 €",,1303
112,"Mr Radoje Žugić",2014,"MINISTAR FINANSIJA - Postavljena od: VLADA CRNE GORE - visina mjesecne zarade 1011.47 €",,1304
158,"Dr Radoje Žugić",2014,"MINISTAR FINANSIJA - Postavljena od: VLADA CRNE GORE - visina mjesecne zarade 1011.47 €",,1305
112,"Mr Radoje Žugić",2014,"MINISTAR FINANSIJA - Postavljena od: VLADA CRNE GORE - visina mjesecne zarade 1011.47 €",,1306
31,"Rešid Adrović",2014,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade /",,1307
31,"Rešid Adrović",2014,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade /",,1308
31,"Rešid Adrović",2014,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade /",,1309
111,"Božidar Vuksanović",2006,"POSLANIK U SKUPŠTINI RCG",,1310
111,"Božidar Vuksanović",2006,"POSLANIK U SKUPŠTINI RCG",,1311
111,"Božidar Vuksanović",2006,"POSLANIK U SKUPŠTINI RCG",,1312
97,"Zoran Bošnjak",2010,"DIREKTOR - Postavljena od: JP REGIONALNI VODOVOD - visina mjesecne zarade",,1313
156,"Zarija Pejović",2013,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 859 € ( Zarada iz prava po pretsanku javne funkcije )",,1314
81,"Slavoljub Stijepović",2006,"MINISTAR RADA I SOCIJALNOG STARANJA",,1315
81,"Slavoljub Stijepović",2006,"MINISTAR RADA I SOCIJALNOG STARANJA",,1316
74,"Dr Petar Ivanović",2012,"DIREKTOR - Postavljena od: AGENCIJA CG ZA PROMOCIJU STRANIH INVESTICIJA - visina mjesecne zarade 500",,1317
74,"Dr Petar Ivanović",2012,"DIREKTOR - Postavljena od: AGENCIJA CG ZA PROMOCIJU STRANIH INVESTICIJA - visina mjesecne zarade 500",,1318
173,"Branka Bošnjak",2009,"POSLANIK U SKUPŠTINI CG",,1319
161,"Andrija Lompar",2012,"MINISTAR POMORSTVA I SAOBRAĆAJA - Postavljena od: VLADA CRNE GORE - visina mjesecne zarade 1082 €",,1320
161,"Andrija Lompar",2012,"MINISTAR POMORSTVA I SAOBRAĆAJA - Postavljena od: VLADA CRNE GORE - visina mjesecne zarade 1082 €",,1321
161,"Andrija Lompar",2012,"MINISTAR POMORSTVA I SAOBRAĆAJA - Postavljena od: VLADA CRNE GORE - visina mjesecne zarade 1082 €",,1322
70,"Predrag Sekulić",2014,"POSLANIK U SKUPŠTINI CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1.196 €",,1323
70,"Predrag Sekulić",2014,"POSLANIK U SKUPŠTINI CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1.196 €",,1324
180,"Neven Gošović",2012,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1485.52 € + 255 € PO OSNOVU RADA U SKUPŠTINSKIM ODBORIMA",,1325
33,"Srðan Milić",2014,"POSLANIK U SKUPŠTINI CG - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade /",,1326
115,"Srđan Milić",2014,"POSLANIK U SKUPŠTINI CG - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade /",,1327
33,"Srðan Milić",2014,"POSLANIK U SKUPŠTINI CG - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade /",,1328
115,"Srđan Milić",2014,"POSLANIK U SKUPŠTINI CG - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade /",,1329
33,"Srðan Milić",2014,"POSLANIK U SKUPŠTINI CG - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade /",,1330
115,"Srđan Milić",2014,"POSLANIK U SKUPŠTINI CG - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade /",,1331
56,"Suad Numanović",2005,"MINISTAR BEZ PORTFELJA",,1332
56,"Suad Numanović",2005,"MINISTAR BEZ PORTFELJA",,1333
56,"Suad Numanović",2005,"MINISTAR BEZ PORTFELJA",,1334
56,"Suad Numanović",2005,"MINISTAR BEZ PORTFELJA",,1335
136,"Miloje Pupović",2009,"ODBORNIK SO PLJEVLJA",,1336
73,"Mehmet Bardhi",2008,"POSLANIK U SKUPŠTINI CRNE GORE",,1337
173,"Branka Bošnjak",2011,"ODBORNIK - Postavljena od: SKUPŠTINA GLAVNOG GRADA - visina mjesecne zarade 110",,1338
7,"Saša Pešić",2013,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 246.64 € (dodatak po osnovu vršenja funkcije poslanika) i 225,00 € naknada za rad u Odborima Skupštine CG",,1339
183,"Saša V Pešić",2013,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 246.64 € (dodatak po osnovu vršenja funkcije poslanika) i 225,00 € naknada za rad u Odborima Skupštine CG",,1340
7,"Saša Pešić",2013,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 246.64 € (dodatak po osnovu vršenja funkcije poslanika) i 225,00 € naknada za rad u Odborima Skupštine CG",,1341
183,"Saša V Pešić",2013,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 246.64 € (dodatak po osnovu vršenja funkcije poslanika) i 225,00 € naknada za rad u Odborima Skupštine CG",,1342
16,"Damir Šehović",2008,"VD SEKRETAR MINISTARSTVA FINANSIJA",,1343
39,"Milan Roćen",2013,"GLAVNI POLITIČKI SAVJETNIK PREDSJEDNIKA VLADE CRNE GORE - Postavljena od: VLADA CRNE GORE - visina mjesecne zarade 803.40 €",,1344
64,"Amer Halilović",2012,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1386 €",,1345
64,"Amer Halilović",2012,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1386 €",,1346
64,"Amer Halilović",2012,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1386 €",,1347
64,"Amer Halilović",2012,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1386 €",,1348
17,"Dr.Gordana Ðurović",2010,"MINISTAR ZA EVROPSKE INTEGRACIJE - Postavljena od: VLADA CRNE GORE - visina mjesecne zarade 1 195 €",,1349
186,"Dr.Gordana Đurović",2010,"MINISTAR ZA EVROPSKE INTEGRACIJE - Postavljena od: VLADA CRNE GORE - visina mjesecne zarade 1 195 €",,1350
98,"Sreten Škuletić",2009,"MINISTAR PROSVJETE I NAUKE",,1351
143,"Aleksandar Bogdanović",2012,"GRADONAČELNIK PRIJESTONICE CETINJE - Postavljena od: PRIJESTONICA CETINJE - visina mjesecne zarade 1210 €",,1352
21,"Nebojša Medojević",2014,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1 204,39 €",,1353
21,"Nebojša Medojević",2014,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1 204,39 €",,1354
7,"Saša Pešić",2012,"ODBORNIK - Postavljena od: SO BERANE - visina mjesecne zarade 100",,1355
183,"Saša V Pešić",2012,"ODBORNIK - Postavljena od: SO BERANE - visina mjesecne zarade 100",,1356
7,"Saša Pešić",2012,"ODBORNIK - Postavljena od: SO BERANE - visina mjesecne zarade 100",,1357
183,"Saša V Pešić",2012,"ODBORNIK - Postavljena od: SO BERANE - visina mjesecne zarade 100",,1358
49,"Maida Bešlić",2009,"GLAVNI ADMINISTRATOR OPŠTINE PLJEVLJA","1200 KM",1359
49,"Maida Bešlić",2009,"GLAVNI ADMINISTRATOR OPŠTINE PLJEVLJA",,1360
93,"Redžep Taganović",2011,"ODBORNIK - Postavljena od: SO ULCINJ - visina mjesecne zarade 150 €",,1361
93,"Redžep Taganović",2011,"ODBORNIK - Postavljena od: SO ULCINJ - visina mjesecne zarade 150 €",,1362
185,"Ranko Kadić",2006,"POSLANIK U SKUPŠTINI RCG",,1363
185,"Ranko Kadić",2006,"POSLANIK U SKUPŠTINI RCG",,1364
185,"Ranko Kadić",2006,"POSLANIK U SKUPŠTINI RCG",,1365
94,"Ljubica Džaković",2006,"POSLANIK U SKUPŠTINI RCG",,1366
18,"Zoran Jelić",2015,"POSLANIK U SKUPŠTINI CRNE GORE - Postavljena od: DRŽAVNA IZBORNA KOMISIJA - visina mjesecne zarade 718,69 € + SKUPŠTINSKI PAUŠAL",,1367
18,"Zoran Jelić",2015,"POSLANIK U SKUPŠTINI CRNE GORE - Postavljena od: DRŽAVNA IZBORNA KOMISIJA - visina mjesecne zarade 718,69 € + SKUPŠTINSKI PAUŠAL",,1368
34,"Omer Adžović",2011,"ODBORNIK - Postavljena od: GRADSKA OPŠTINA TUZI - visina mjesecne zarade 120",,1369
105,"Predrag Nenezić",2005,"MINISTAR TURIZMA",,1370
191,"Milica Pejanović - Ðurišić",2010,"AMBASADOR U FRANCUSKOJ - STALNI PREDSTAVNIK PRI UNESCO(DATUM PRESTANKA FUNKC. 15.07.2010) - Postavljena od: VLADA CG - visina mjesecne zarade 4600.46 €",,1371
134,"Milica Pejanović - Đurišić",2010,"AMBASADOR U FRANCUSKOJ - STALNI PREDSTAVNIK PRI UNESCO(DATUM PRESTANKA FUNKC. 15.07.2010) - Postavljena od: VLADA CG - visina mjesecne zarade 4600.46 €",,1372
191,"Milica Pejanović - Ðurišić",2010,"AMBASADOR U FRANCUSKOJ - STALNI PREDSTAVNIK PRI UNESCO(DATUM PRESTANKA FUNKC. 15.07.2010) - Postavljena od: VLADA CG - visina mjesecne zarade 4600.46 €",,1373
134,"Milica Pejanović - Đurišić",2010,"AMBASADOR U FRANCUSKOJ - STALNI PREDSTAVNIK PRI UNESCO(DATUM PRESTANKA FUNKC. 15.07.2010) - Postavljena od: VLADA CG - visina mjesecne zarade 4600.46 €",,1374
150,"Budimir Aleksić",2009,"POSLANIK SKUPŠTINE CG",,1375
150,"Budimir Aleksić",2009,"POSLANIK SKUPŠTINE CG",,1376
150,"Budimir Aleksić",2009,"POSLANIK SKUPŠTINE CG",,1377
90,"Vujica Lazović",2013,"POTPREDSJEDNIK VLADE I MINISTAR ZA INFORMACIONO DRUŠTVO TELEKOMUNIKACIJE - Postavljena od: VLADA CRNE GORE - visina mjesecne zarade 1163 €",,1378
45,"Branko Radulović",2008,"POSLANIK U SKUPŠTINI CRNE GORE","410 €",1379
45,"Branko Radulović",2008,"POSLANIK U SKUPŠTINI CRNE GORE",,1380
5,"Zorica Kovačević",2010,"ODBORNIK SO DANILOVGRAD - Postavljena od: SKUPŠTINA OPŠTINE - visina mjesecne zarade 100",,1381
59,"Džavid Šabović",2006,"POSLANIK U SKUPŠTINI RCG",,1382
59,"Džavid Šabović",2006,"POSLANIK U SKUPŠTINI RCG",,1383
162,"Slavko Stojanović",2008,"POMOĆNIK DIREKTORA UPRAVE POLICIJE",,1384
10,"Kemal Purišić",2008,"POSLANIK U SKUPŠTINI CRNE GORE",,1385
10,"Kemal Purišić",2008,"POSLANIK U SKUPŠTINI CRNE GORE",,1386
185,"Ranko Kadić",2008,"POSLANIK U SKUPŠTINI CG",,1387
185,"Ranko Kadić",2008,"POSLANIK U SKUPŠTINI CG",,1388
185,"Ranko Kadić",2008,"POSLANIK U SKUPŠTINI CG",,1389
28,"Vasilije Lalošević",2005,"POSLANIK U SKUŠPŠTINI RCG",,1390
28,"Vasilije Lalošević",2005,"POSLANIK U SKUŠPŠTINI RCG",,1391
28,"Vasilije Lalošević",2005,"POSLANIK U SKUŠPŠTINI RCG",,1392
58,"Halil Duković",2011,"POSLANIK - Postavljena od: SKUKPŠTINA CRNE GORE - visina mjesecne zarade 738 € (RAZLIKA U PLAT + PAUŠAL) 225 € RAD U ODBORIMA",,1393
58,"Halil Duković",2011,"POSLANIK - Postavljena od: SKUKPŠTINA CRNE GORE - visina mjesecne zarade 738 € (RAZLIKA U PLAT + PAUŠAL) 225 € RAD U ODBORIMA",,1394
58,"Halil Duković",2011,"POSLANIK - Postavljena od: SKUKPŠTINA CRNE GORE - visina mjesecne zarade 738 € (RAZLIKA U PLAT + PAUŠAL) 225 € RAD U ODBORIMA",,1395
