p.person_id,p.person_name,job.report_year,job.job_name,job.monthly_salary,job.job_id
104,"Dragan Đurović",2010,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 267, 14 E (POSL. DODATAK -PAUŠAL- OD 01. NOVEMBRA NE PRIMA POSL. PLATU ZBOG PRELASKA U RADNI ODNOS U DRUGO PRAVNO LICE))",,346
103,"Dragan Ðurović",2010,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 267, 14 E (POSL. DODATAK -PAUŠAL- OD 01. NOVEMBRA NE PRIMA POSL. PLATU ZBOG PRELASKA U RADNI ODNOS U DRUGO PRAVNO LICE))",,347
104,"Dragan Đurović",2010,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 267, 14 E (POSL. DODATAK -PAUŠAL- OD 01. NOVEMBRA NE PRIMA POSL. PLATU ZBOG PRELASKA U RADNI ODNOS U DRUGO PRAVNO LICE))",,348
13,"Rifat Rastoder",2014,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1289 €",,349
114,"Suljo Mustafić",2014,"POSLANIK (POTPREDSJEDNIK) U SKUPŠTINI CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1459,05 € (PLATA I NADOKNADA ZA RAD U ODBORIM I KOLEGIJUMU)",,350
21,"Nebojša Medojević",2012,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1356.75 € + 225 €",,351
21,"Nebojša Medojević",2012,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1356.75 € + 225 €",,352
40,"Jasmin Sutović",2008,"ODBORNIK SO ROŽAJE",,353
40,"Jasmin Sutović",2008,"ODBORNIK SO ROŽAJE",,354
35,"Almer H. Kalač",2013,"POSLANIK U SKUPŠTINI CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1262.54 €",,355
35,"Almer H. Kalač",2013,"POSLANIK U SKUPŠTINI CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1262.54 €",,356
56,"Suad Numanović",2012,"MINISTAR RADA I SOCIJALNOG STARANJA - Postavljena od: VLADA CG - visina mjesecne zarade 1070.97 € (+ Posebna nadoknada uz zaradu od 926 €, do stavljanja van snage odluke Vlade o naknadama)",,357
56,"Suad Numanović",2012,"MINISTAR RADA I SOCIJALNOG STARANJA - Postavljena od: VLADA CG - visina mjesecne zarade 1070.97 € (+ Posebna nadoknada uz zaradu od 926 €, do stavljanja van snage odluke Vlade o naknadama)",,358
56,"Suad Numanović",2012,"MINISTAR RADA I SOCIJALNOG STARANJA - Postavljena od: VLADA CG - visina mjesecne zarade 1070.97 € (+ Posebna nadoknada uz zaradu od 926 €, do stavljanja van snage odluke Vlade o naknadama)",,359
43,"Emin Duraković",2009,"POSLANIK U SKUPŠTINI CG",,360
13,"Rifat Rastoder",2007,"POTPREDSJEDNIK SKUPŠTINE RCG",,361
13,"Rifat Rastoder",2007,"POTPREDSJEDNIK SKUPŠTINE RCG","451 EURA",362
33,"Srðan Milić",2010,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1260 € - NETO U DECEMBRU 2009",,363
115,"Srđan Milić",2010,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1260 € - NETO U DECEMBRU 2009",,364
33,"Srðan Milić",2010,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1260 € - NETO U DECEMBRU 2009",,365
115,"Srđan Milić",2010,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1260 € - NETO U DECEMBRU 2009",,366
33,"Srðan Milić",2010,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1260 € - NETO U DECEMBRU 2009",,367
115,"Srđan Milić",2010,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1260 € - NETO U DECEMBRU 2009",,368
116,"Branka Tanasijević",2010,"POSLANICA - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1360 €",,369
116,"Branka Tanasijević",2010,"POSLANICA - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1360 €",,370
25,"Vesko Vukadinović",2008,"POMOĆNIK DIREKTORA UPRAVE POLICIJE",,371
82,"Zvonko Vuković",2006,"POSLAVNIK U SKUPŠTINI RCG",,372
82,"Zvonko Vuković",2006,"POSLAVNIK U SKUPŠTINI RCG",,373
54,"Vladimir Kavarić",2007,"SEKRETAR MINISTARSTVA FINANSIJA",,374
27,"Rajko Kovačević",2005,POSLANIK,,375
70,"Predrag Sekulić",2005,POSLANIK,,376
70,"Predrag Sekulić",2005,POSLANIK,,377
57,"Andrija Popović",2011,"POTPREDSJEDNIK OPŠTINE - Postavljena od: OPŠTINA KOTOR - visina mjesecne zarade 1179",,378
57,"Andrija Popović",2011,"POTPREDSJEDNIK OPŠTINE - Postavljena od: OPŠTINA KOTOR - visina mjesecne zarade 1179",,379
59,"Džavid Šabović",2005,"POSLANIK U SKUPŠTINI RCG",,380
59,"Džavid Šabović",2005,"POSLANIK U SKUPŠTINI RCG",,381
117,"Dragoslav Minić",2007,"POMOĆNIK DIREKTORA UPRAVE POLICIJE",,382
117,"Dragoslav Minić",2007,"POMOĆNIK DIREKTORA UPRAVE POLICIJE",,383
33,"Srðan Milić",2009,"POSLANIK U SKUPŠTINI CRNE GORE",,384
115,"Srđan Milić",2009,"POSLANIK U SKUPŠTINI CRNE GORE",,385
33,"Srðan Milić",2009,"POSLANIK U SKUPŠTINI CRNE GORE",,386
115,"Srđan Milić",2009,"POSLANIK U SKUPŠTINI CRNE GORE",,387
33,"Srðan Milić",2009,"POSLANIK U SKUPŠTINI CRNE GORE",,388
115,"Srđan Milić",2009,"POSLANIK U SKUPŠTINI CRNE GORE",,389
100,"Milorad Vuletić",2010,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1400 + 225 €",,390
118,"Mevludin Nuhodžić",2014,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1566 €",,391
71,"Branimir Gvozdenović",2007,"POTPREDSJEDNIK VLADE RCG",,392
71,"Branimir Gvozdenović",2007,"POTPREDSJEDNIK VLADE RCG",,393
72,"Obrad Stanišić",2010,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1150",,394
72,"Obrad Stanišić",2010,"POSLANIK - Postavljena od: SKUPŠTINA CG - visina mjesecne zarade 1150",,395
65,"Ervin Spahić",2014,"DIREKTOR AGENCIJE ZA ZAŠTITU ŽIVOTNE SREDINE - Postavljena od: AGENCIJA ZA ZAŠTITU ŽIVOTNE SREDINE - visina mjesecne zarade 730 €",,396
65,"Ervin Spahić",2014,"DIREKTOR AGENCIJE ZA ZAŠTITU ŽIVOTNE SREDINE - Postavljena od: AGENCIJA ZA ZAŠTITU ŽIVOTNE SREDINE - visina mjesecne zarade 730 €",,397
65,"Ervin Spahić",2014,"DIREKTOR AGENCIJE ZA ZAŠTITU ŽIVOTNE SREDINE - Postavljena od: AGENCIJA ZA ZAŠTITU ŽIVOTNE SREDINE - visina mjesecne zarade 730 €",,398
119,"Dušanka Džakula Tušup",2014,"ODBORNIK - Postavljena od: SO HERCEG NOVI - visina mjesecne zarade 162,50 €",,399
82,"Zvonko Vuković",2014,"PREDSJEDNIK SO ANDRIJEVICA (VOLONTERSKI) - Postavljena od: SO ANDRIJEVICA - visina mjesecne zarade 400",,400
82,"Zvonko Vuković",2014,"PREDSJEDNIK SO ANDRIJEVICA (VOLONTERSKI) - Postavljena od: SO ANDRIJEVICA - visina mjesecne zarade 400",,401
78,"Novica Stanić",2012,"POSLANIK U SKUPŠTINI CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1490 € + 300 € kao šef poslaničkog kluba",,402
78,"Novica Stanić",2012,"POSLANIK U SKUPŠTINI CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 1490 € + 300 € kao šef poslaničkog kluba",,403
16,"Damir Šehović",2012,"POSLANIK U SKUPŠTINI CRNE GORE - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade 742.39 € + 225 €",,404
120,"Milorad Bakić",2009,"POSLANIK U SKUPŠTINI CG",,405
121,"Krsto Pavićević",2005,POSLANIK,,406
113,"Predrag Bulatović",2014,"POSLANIK SKUPŠTINE CRNE GORE - Postavljena od: / - visina mjesecne zarade /",,407
113,"Predrag Bulatović",2014,"POSLANIK SKUPŠTINE CRNE GORE - Postavljena od: / - visina mjesecne zarade /",,408
64,"Amer Halilović",2015,"SAVJETNIK PREDSJEDNIKA CRNE GORE - Postavljena od: GENERALNI SEKRETARIJAT - visina mjesecne zarade 702 € + 78 €",,409
64,"Amer Halilović",2015,"SAVJETNIK PREDSJEDNIKA CRNE GORE - Postavljena od: GENERALNI SEKRETARIJAT - visina mjesecne zarade 702 € + 78 €",,410
64,"Amer Halilović",2015,"SAVJETNIK PREDSJEDNIKA CRNE GORE - Postavljena od: GENERALNI SEKRETARIJAT - visina mjesecne zarade 702 € + 78 €",,411
110,"Slobodan Radović",2009,"ODBORNIK SO HERCEG NOVI",,412
110,"Slobodan Radović",2009,"ODBORNIK SO HERCEG NOVI",,413
110,"Slobodan Radović",2009,"ODBORNIK SO HERCEG NOVI",,414
73,"Mehmet Bardhi",2013,"POSLANIK - Postavljena od: SKUPŠTINA CRNE GORE - visina mjesecne zarade /",,415
26,"Niko Martinović",2012,"DIREKTOR - Postavljena od: JU MUZEJI I GALERIJE - PODGORICA - visina mjesecne zarade 1070 €",,416
122,"Radivoje Nikčević",2005,POSLANIK,,417
122,"Radivoje Nikčević",2005,POSLANIK,,418
122,"Radivoje Nikčević",2005,POSLANIK,,419
123,"Svetozar Marović",2010,"POTPREDSJEDNIK VLADE - Postavljena od: VLADA CG - visina mjesecne zarade 1 100 €",,420
101,"Milo Ðukanović",2015,"PREDSJEDNIK VLADE CRNE GORE - Postavljena od: VLADA CRNE GORE - visina mjesecne zarade 1139.78 €",,421
15,"Milo Đukanović",2015,"PREDSJEDNIK VLADE CRNE GORE - Postavljena od: VLADA CRNE GORE - visina mjesecne zarade 1139.78 €",,422
13,"Rifat Rastoder",2006,"POTPREDSJEDNIK SKUPŠTINE RCG",,423
