c.company_id,company_name,company_city,p.person_id,person_name,year,shares,nominal_value,obtained_through
368,"AD""VUP""",Danilovgrad,156,Ivan Brajović,2008,20 akcija,,
369,AD VUP,Danilovgrad,156,Ivan Brajović,2010,DVA VAUČERA,/,/
369,AD VUP,Danilovgrad,156,Ivan Brajović,2011,DVA VAUČERA,/,/
369,AD VUP,Danilovgrad,156,Ivan Brajović,2012,DVA VAUČERA,/,/
369,AD VUP,Danilovgrad,156,Ivan Brajović,2013,DVA VAUČERA,/,/
369,AD VUP,Danilovgrad,156,Ivan Brajović,2014,DVA VAUČERA(svoj i suprugin),/,/
370,ALBATROS AD,Ulcinj,158,Ervin Spahić,2005,,,
371,FARMA MORAVAC,Bijelo Polje,158,Ervin Spahić,2005,,,
372,LENKA,Bijelo Polje,158,Ervin Spahić,2005,akcije,,
373,ZETATRANS AD,Podgorica,158,Ervin Spahić,2005,,,
374,PLANTAŽE DD,Podgorica,158,Ervin Spahić,2005,,,
375,LUTRIJA CRNE GORE,Podgorica,158,Ervin Spahić,2005,,,
376,"ODMARALIŠTE "" BRATSVO JEDINSTVO",Ulcinj,158,Ervin Spahić,2006,,,
,ALBATROS AD,,158,Ervin Spahić,2006,,,
377,LENKA,Bijelo Polje,158,Ervin Spahić,2006,,,
,ZETATRANS,,158,Ervin Spahić,2006,,,
378,HOTEL ALBATROS,Ulcinj,158,Ervin Spahić,2011,4 AKC,/,/
379,BRATSTVO JEDINSTVO,Ulcinj,158,Ervin Spahić,2011,4 akcije,/,/
380,FARMA MORAVAC,Bijelo Polje,158,Ervin Spahić,2011,142 AKC.,/,/
381,PLANTAŽE 13. JUL,Podgorica,158,Ervin Spahić,2011,2275 AKC,/,/
382,LENKA,Bijelo Polje,158,Ervin Spahić,2011,,,
383,GORNJI IBAR,Podgorica,158,Ervin Spahić,2011,,,
212,ZETATRANS,Podgorica,158,Ervin Spahić,2011,,,
8,AD PLANTAŽE,Podgorica,158,Ervin Spahić,2011,,,
378,HOTEL ALBATROS,Ulcinj,158,Ervin Spahić,2012,4 akcije,/,/
379,BRATSTVO JEDINSTVO,Ulcinj,158,Ervin Spahić,2012,10 akcija,/,/
380,FARMA MORAVAC,Bijelo Polje,158,Ervin Spahić,2012,142 akcija,/,/
381,PLANTAŽE 13. JUL,Podgorica,158,Ervin Spahić,2012,2275 akcija,/,/
382,LENKA,Bijelo Polje,158,Ervin Spahić,2012,,,
383,GORNJI IBAR,Podgorica,158,Ervin Spahić,2012,,,
212,ZETATRANS,Podgorica,158,Ervin Spahić,2012,,,
384,PLANTAŽE13 JUL,Podgorica,158,Ervin Spahić,2012,,,
378,HOTEL ALBATROS,Ulcinj,158,Ervin Spahić,2013,4 akcije,/,/
379,BRATSTVO JEDINSTVO,Ulcinj,158,Ervin Spahić,2013,10 akcija,/,/
380,FARMA MORAVAC,Bijelo Polje,158,Ervin Spahić,2013,142 akcija,/,/
381,PLANTAŽE 13. JUL,Podgorica,158,Ervin Spahić,2013,2275 akcija,/,/
382,LENKA,Bijelo Polje,158,Ervin Spahić,2013,,,
383,GORNJI IBAR,Podgorica,158,Ervin Spahić,2013,,,
212,ZETATRANS,Podgorica,158,Ervin Spahić,2013,,,
384,PLANTAŽE13 JUL,Podgorica,158,Ervin Spahić,2013,,,
378,HOTEL ALBATROS,Ulcinj,158,Ervin Spahić,2014,4 akcije,/,/
379,BRATSTVO JEDINSTVO,Ulcinj,158,Ervin Spahić,2014,10 akcija,/,/
380,FARMA MORAVAC,Bijelo Polje,158,Ervin Spahić,2014,142 akcija,/,/
381,PLANTAŽE 13. JUL,Podgorica,158,Ervin Spahić,2014,2275 akcija,/,/
382,LENKA,Bijelo Polje,158,Ervin Spahić,2014,,,
383,GORNJI IBAR,Podgorica,158,Ervin Spahić,2014,,,
212,ZETATRANS,Podgorica,158,Ervin Spahić,2014,,,
384,PLANTAŽE13 JUL,Podgorica,158,Ervin Spahić,2014,,,
378,HOTEL ALBATROS,Ulcinj,158,Ervin Spahić,2015,4 akcije,/,/
379,BRATSTVO JEDINSTVO,Ulcinj,158,Ervin Spahić,2015,10 akcija,/,/
380,FARMA MORAVAC,Bijelo Polje,158,Ervin Spahić,2015,142 akcija,/,/
381,PLANTAŽE 13. JUL,Podgorica,158,Ervin Spahić,2015,2275 akcija,/,/
382,LENKA,Bijelo Polje,158,Ervin Spahić,2015,,,
383,GORNJI IBAR,Podgorica,158,Ervin Spahić,2015,,,
212,ZETATRANS,Podgorica,158,Ervin Spahić,2015,,,
384,PLANTAŽE13 JUL,Podgorica,158,Ervin Spahić,2015,,,
